loan_id,application_id,customer_id,disbursement_date,loan_amount,current_loan_status,total_principal_paid,total_interest_paid,remaining_balance,last_payment_date,next_payment_date,days_past_due,default_flag,application_date,loan_purpose,amount_requested,term_months,application_status,funnel_stage_reached,interest_rate_offered,dti_ratio,customer_name,age,employment_status,length_of_employment_years,annual_income,housing_status,city,state,join_date,credit_score_fico,total_credit_lines,open_credit_lines,derogatory_public_records,revolving_utilization_rate,credit_history_length_months,inquiries_last_6_months,nsf_count
LOAN0000896,APP0001646,CUST001686,2024-08-28,29909.49,Fully Paid,26253.37,3100.39,3656.12,2027-01-21,2027-02-20,10,0,2023-02-02,Small Business,29909.49,36,Approved,Disbursed,18.79,6.32,Charles Patel,54.0,Employed,1.33,63705.69,Rent,Tucson,AZ,2019-01-29,740.0,22.0,9.0,2.0,32.73,61.0,2.0,0.0
LOAN0000897,APP0001648,CUST002876,2022-06-26,9292.38,Fully Paid,5228.49,796.99,4063.89,2023-04-17,2023-05-17,0,0,2023-02-13,Credit Card Refinancing,9292.38,60,Approved,Disbursed,27.47,6.4,Linda Rodriguez,29.0,Employed,0.83,59749.22,Mortgage,Atlanta,GA,2019-09-05,646.0,6.0,12.0,2.0,3.54,64.0,1.0,0.0
LOAN0000898,APP0001650,CUST001056,2024-11-19,5732.62,Current,4338.09,1070.6,1394.53,,2026-07-18,5,0,2022-09-05,Credit Card Refinancing,5732.62,60,Approved,Disbursed,17.13,26.84,Sneha Anderson,31.0,Unemployed,0.0,58147.64,Rent,Fresno,CA,2021-02-11,520.0,6.0,2.0,0.0,11.7,300.0,0.0,0.0
LOAN0000899,APP0001652,CUST000915,2023-01-05,13594.43,Late (31-120 days),7556.74,480.68,6037.69,2023-05-17,2023-06-16,168,1,2022-06-09,Debt Consolidation,13594.43,60,Approved,Disbursed,25.2,7.09,Thomas Rao,38.0,Self-Employed,3.03,29876.82,Own,Seattle,WA,2021-10-05,560.0,17.0,4.0,0.0,45.14,147.0,1.0,10.0
LOAN0000900,APP0001653,CUST004486,2022-12-23,2762.84,Fully Paid,2759.13,439.74,3.71,2025-04-09,2025-05-09,0,0,2023-06-20,Home Improvement,2762.84,60,Approved,Disbursed,18.89,20.52,Anil Nair,22.0,Self-Employed,0.9,21760.98,Rent,Tucson,AZ,06/08/2018,737.0,7.0,4.0,1.0,46.83,242.0,2.0,0.0
LOAN0000901,APP0001654,CUST003226,2023-10-14,4544.25,Fully Paid,3630.92,444.16,913.33,2025-11-28,2025-12-28,0,0,2023-03-06,Credit Card Refinancing,4544.25,60,Approved,Disbursed,25.82,3.44,Anjali Smith,28.0,Self-Employed,1.21,19439.85,Rent,Columbus,OH,2018-10-15,590.0,17.0,11.0,0.0,39.37,238.0,0.0,0.0
LOAN0000902,APP0001657,CUST003078,2022-04-12,11533.9,Fully Paid,10507.65,893.21,1026.25,2024-04-09,2024-05-09,5,0,2024-09-26,Credit Card Refinancing,11533.9,60,Approved,Disbursed,25.97,3.82,Sunita Jones,46.0,Unemployed,0.0,68504.32,Mortgage,Chicago,Illinois,2020-11-11,700.0,24.0,11.0,0.0,23.0,151.0,0.0,0.0
LOAN0000903,APP0001659,CUST004207,2023-09-11,5376.18,Late (16-30 days),4024.49,590.44,1351.69,2024-06-22,2024-07-22,0,0,,Home Improvement,5376.18,36,Approved,Disbursed,8.82,8.33,Anil Miller,45.0,Employed,5.0,96204.81,Rent,Tucson,AZ,2016-09-14,641.0,24.0,10.0,0.0,1.49,42.0,1.0,0.0
LOAN0000904,APP0001660,CUST004868,2023-12-02,9320.14,Current,6401.92,1572.85,2918.22,2025-02-01,2025-03-03,0,0,2025-10-17,Home Improvement,9320.14,36,Approved,Disbursed,6.57,19.93,Neha Reddy,39.0,Unemployed,0.0,37131.68,Own,Baltimore,MD,2018-06-27,637.0,3.0,8.0,1.0,31.91,114.0,0.0,0.0
LOAN0000905,APP0001662,CUST001249,2023-05-21,17932.58,Fully Paid,9209.35,968.41,8723.23,2024-02-24,2024-03-25,0,0,2022-10-02,Home Improvement,17932.58,36,Approved,Disbursed,16.86,8.15,Richard Rao,42.0,Self-Employed,1.81,84313.03,Rent,Columbus,OH,24/08/2017,850.0,21.0,12.0,0.0,26.95,37.0,0.0,0.0
LOAN0000906,APP0001664,CUST001373,2022-07-11,40969.15,Fully Paid,25980.73,6443.74,14988.42,2024-04-14,2024-05-14,20,0,2022-04-03,Debt Consolidation,40969.15,36,Approved,Disbursed,12.36,26.79,Pooja Rodriguez,23.0,Unemployed,0.0,46116.07,Mortgage,Atlanta,GA,2015-05-10,727.0,24.0,4.0,0.0,47.02,265.0,1.0,0.0
LOAN0000907,APP0001666,CUST003777,2023-06-11,13443.89,Fully Paid,11733.5,705.74,1710.39,,2025-08-18,0,0,2022-07-12,Debt Consolidation,13443.89,36,Approved,Disbursed,26.81,17.94,Arjun Rao,22.0,Employed,0.75,144278.62,Rent,Houston,TX,2016-08-05,628.0,23.0,6.0,0.0,27.12,279.0,1.0,0.0
LOAN0000908,APP0001667,CUST000021,2022-11-11,7675.63,Late (16-30 days),5821.64,945.94,1853.99,2025-03-21,2025-04-20,0,0,2022-08-12,Debt Consolidation,7675.63,60,Approved,Disbursed,17.54,30.67,Patricia Garcia,57.0,Employed,0.71,24520.95,Own,Fort Worth,TX,2015-01-01,556.0,22.0,6.0,0.0,5.48,217.0,6.0,0.0
LOAN0000909,APP0001669,CUST000650,2022-08-08,7018.56,Current,3979.7,310.26,3038.86,2024-04-12,2024-05-12,0,0,2022-06-11,Home Improvement,7018.56,60,Approved,Disbursed,20.49,10.48,Lisa Patel,48.0,Unemployed,0.0,45823.19,Mortgage,Los Angeles,CA,2020-10-25,536.0,3.0,9.0,0.0,20.11,12.0,2.0,0.0
LOAN0000910,APP0001670,CUST004625,2024-06-12,7571.49,In Grace Period,4249.23,735.44,3322.26,2025-08-30,2025-09-29,0,0,2024-03-27,Credit Card Refinancing,7571.49,36,Approved,Disbursed,22.95,6.29,Sarah Sharma,44.0,Unemployed,0.0,55099.69,Rent,Fresno,CA,2016-11-25,706.0,5.0,14.0,1.0,44.05,178.0,2.0,0.0
LOAN0000911,APP0001671,CUST003417,2022-06-25,10014.25,Current,9112.68,1898.37,901.57,2023-03-22,2023-04-21,0,0,,Debt Consolidation,10014.25,60,Approved,Disbursed,14.41,47.09,Mary Williams,50.0,Employed,1.6,36966.44,Own,Miami,FL,2021-07-23,713.0,14.0,12.0,0.0,100.0,233.0,0.0,0.0
LOAN0000912,APP0001672,CUST002049,2025-05-17,28370.87,Current,27392.4,5578.14,978.47,2025-05-29,2025-06-28,20,0,2022-02-14,Debt Consolidation,28370.87,60,Approved,Disbursed,13.76,13.34,Ramesh Shah,36.0,Employed,0.47,90486.49,Mortgage,Arlington,TX,2020-07-16,748.0,2.0,4.0,0.0,20.37,248.0,3.0,0.0
LOAN0000913,APP0001673,CUST003283,2022-03-08,8761.88,Current,8164.77,573.3,597.11,2023-05-18,2023-06-17,10,0,2024-09-06,Major Purchase,8761.88,60,Approved,Disbursed,6.17,2.56,Sunita Mehta,22.0,Employed,5.9,18665.98,Rent,Raleigh,NC,2018-10-20,740.0,20.0,5.0,0.0,100.0,13.0,3.0,1.0
LOAN0000914,APP0001674,CUST001281,2022-09-09,39895.38,Fully Paid,20361.91,1076.04,19533.47,2023-07-03,2023-08-02,0,0,2023-08-23,Home Improvement,39895.38,36,Approved,Disbursed,24.99,19.35,William Williams,41.0,Employed,4.45,43265.73,Mortgage,San Diego,CA,2017-08-01,542.0,10.0,12.0,0.0,5.26,214.0,4.0,0.0
LOAN0000915,APP0001675,CUST000497,2023-08-31,44943.14,Fully Paid,31498.69,6338.9,13444.45,2024-08-30,2024-09-29,0,0,2024-05-06,Home Improvement,44943.14,36,Approved,Disbursed,12.03,24.54,Priya Wilson,27.0,Unemployed,0.0,26405.23,Mortgage,Baltimore,Maryland,2018-02-24,839.0,19.0,8.0,0.0,21.69,330.0,0.0,0.0
LOAN0000916,APP0001676,CUST001067,2022-12-14,3933.12,Fully Paid,2268.54,206.72,1664.58,2023-05-30,2023-06-29,0,0,,Major Purchase,3933.12,60,Approved,Disbursed,24.79,35.88,Ramesh Kumar,24.0,Employed,2.94,53133.48,Mortgage,Baltimore,MD,2019-04-27,621.0,13.0,7.0,0.0,40.55,191.0,6.0,1.0
LOAN0000917,APP0001677,CUST003895,2025-11-03,6795.17,Fully Paid,4317.08,706.59,2478.09,2026-04-10,2026-05-10,0,0,2023-09-08,Major Purchase,6795.17,60,Approved,Disbursed,26.68,19.16,Karen Rodriguez,35.0,Employed,1.76,130843.48,Own,Omaha,NE,2015-04-18,671.0,23.0,6.0,3.0,61.17,92.0,2.0,0.0
LOAN0000918,APP0001678,CUST003040,2025-03-12,26477.36,Current,25546.24,3023.45,931.12,2026-05-19,2026-06-18,5,0,2024-10-30,Debt Consolidation,26477.36,36,Approved,Disbursed,15.15,28.93,William Garcia,37.0,Self-Employed,1.27,50442.44,Mortgage,Miami,FL,2016-04-17,583.0,24.0,8.0,1.0,29.97,115.0,1.0,0.0
LOAN0000919,APP0001679,CUST000947,2022-11-22,11566.83,Current,9332.69,1546.75,2234.14,2023-06-04,2023-07-04,0,0,2023-12-10,Debt Consolidation,11566.83,36,Approved,Disbursed,9.91,15.16,Anjali Williams,22.0,Retired,0.0,31293.07,Own,Houston,TX,2016-08-17,648.0,6.0,4.0,0.0,26.01,116.0,0.0,0.0
LOAN0000920,APP0001680,CUST002148,2025-06-25,28442.87,Fully Paid,26253.74,3432.8,2189.13,2025-09-25,2025-10-25,0,0,,Credit Card Refinancing,28442.87,60,Approved,Disbursed,16.89,5.96,Rahul Johnson,30.0,Self-Employed,5.12,51374.01,Own,Los Angeles,CA,2017-12-17,,,,,,,,0.0
LOAN0000921,APP0001682,CUST003362,2023-01-30,7784.0,Charged-Off,4479.0,1018.05,3305.0,,2024-11-20,217,1,2024-12-23,Credit Card Refinancing,7784.0,60,Approved,Disbursed,8.03,26.13,Susan Miller,22.0,Employed,6.94,118505.5,Own,San Francisco,CA,2017-09-16,590.0,7.0,1.0,0.0,29.47,194.0,0.0,6.0
LOAN0000922,APP0001683,CUST004159,2024-11-26,27789.4,Late (31-120 days),11817.21,1712.29,15972.19,2024-11-27,2024-12-27,118,1,2025-04-12,Major Purchase,27789.4,36,Approved,Disbursed,20.53,16.02,Rahul Sharma,32.0,Unemployed,0.0,169542.29,Mortgage,Tucson,AZ,2019-06-14,720.0,7.0,6.0,0.0,48.66,170.0,3.0,6.0
LOAN0000923,APP0001684,CUST001157,2025-01-04,8427.0,Current,4632.24,904.05,3794.76,2025-05-15,2025-06-14,0,0,2024-01-31,Credit Card Refinancing,8427.0,60,Approved,Disbursed,25.78,36.72,Thomas Lopez,31.0,Employed,0.35,61072.32,Rent,Boston,MA,22/06/2017,690.0,21.0,10.0,3.0,27.31,230.0,0.0,0.0
LOAN0000924,APP0001685,CUST004641,2025-03-31,6345.19,Fully Paid,3714.97,338.77,2630.22,2027-08-13,2027-09-12,0,0,,Debt Consolidation,6345.19,60,Approved,Disbursed,23.49,6.58,Rahul Patel,49.0,Employed,2.41,59989.14,Own,Philadelphia,PA,2019-06-02,627.0,23.0,11.0,0.0,17.09,159.0,3.0,0.0
LOAN0000925,APP0001686,CUST000170,2023-03-03,9905.13,Current,9636.96,2340.54,268.17,2023-11-09,2023-12-09,0,0,2025-06-07,Home Improvement,9905.13,60,Approved,Disbursed,26.03,4.56,William Reddy,30.0,Employed,1.11,62964.32,Own,Fresno,California,2015-06-02,798.0,19.0,6.0,0.0,49.95,271.0,0.0,0.0
LOAN0000926,APP0001691,CUST001112,2025-02-13,8686.82,Current,6745.49,1022.01,1941.33,,2027-06-25,10,0,,Major Purchase,8686.82,60,Approved,Disbursed,15.43,29.85,Rahul Lopez,42.0,Self-Employed,1.93,102242.67,Mortgage,Nashville,TN,2016-12-13,640.0,21.0,7.0,0.0,23.98,185.0,4.0,0.0
LOAN0000927,APP0001692,CUST004999,2022-11-13,10009.55,Fully Paid,5582.23,516.76,4427.32,2024-06-24,2024-07-24,0,0,2023-10-22,Credit Card Refinancing,10009.55,36,Approved,Disbursed,10.57,6.05,Anil Hernandez,49.0,Self-Employed,6.53,,Mortgage,Portland,OR,2015-08-17,619.0,9.0,1.0,0.0,46.18,331.0,0.0,0.0
LOAN0000928,APP0001693,CUST002244,2023-05-15,27138.89,Fully Paid,24883.47,2570.65,2255.42,2025-01-27,2025-02-26,0,0,2022-09-24,Home Improvement,27138.89,36,Approved,Disbursed,21.42,26.2,William Martinez,22.0,Employed,7.37,22820.52,Mortgage,Arlington,TX,2019-04-04,702.0,12.0,11.0,0.0,32.06,242.0,1.0,1.0
LOAN0000929,APP0001695,CUST003481,2022-11-24,6451.98,Fully Paid,3907.84,402.9,2544.14,2023-04-16,2023-05-16,20,0,,Debt Consolidation,6451.98,36,Approved,Disbursed,10.45,26.65,Michael Jones,36.0,Retired,0.0,132948.96,Own,Oklahoma City,OK,2015-12-20,706.0,21.0,7.0,2.0,56.79,343.0,4.0,1.0
LOAN0000930,APP0001696,CUST001058,2024-11-01,17048.42,Current,9853.46,2292.2,7194.96,,2025-07-13,20,0,2025-06-04,Credit Card Refinancing,17048.42,60,Approved,Disbursed,13.4,,Ramesh Reddy,54.0,Employed,8.72,229706.1,Mortgage,Arlington,TX,2021-10-17,706.0,3.0,13.0,3.0,8.96,341.0,2.0,1.0
LOAN0000931,APP0001697,CUST002746,2022-08-24,46800.77,Current,38112.21,4317.11,8688.56,2023-05-26,2023-06-25,0,0,2023-06-06,Credit Card Refinancing,46800.77,36,Approved,Disbursed,19.38,37.03,William Rodriguez,36.0,Employed,6.14,50446.82,Own,Arlington,TX,08/08/2018,733.0,8.0,9.0,0.0,25.41,101.0,2.0,0.0
LOAN0000932,APP0001698,CUST000654,2025-11-15,19704.1,Fully Paid,10440.03,639.95,9264.07,,2027-09-06,20,0,2022-08-19,Home Improvement,19704.1,60,Approved,Disbursed,18.51,6.25,John Jones,26.0,Employed,22.33,137299.06,Own,Dallas,TX,2017-01-14,685.0,10.0,11.0,0.0,38.65,289.0,0.0,0.0
LOAN0000933,APP0001701,CUST002090,2022-12-13,27426.33,Fully Paid,19588.18,3603.5,7838.15,2024-04-16,2024-05-16,5,0,2023-04-26,Debt Consolidation,27426.33,36,Approved,Disbursed,24.64,9.95,Patricia Martinez,57.0,Employed,0.2,38675.66,Own,Louisville,KY,19/03/2015,766.0,8.0,2.0,2.0,46.03,72.0,5.0,0.0
LOAN0000934,APP0001703,CUST002838,2024-07-28,3854.41,Fully Paid,2992.35,200.77,862.06,2025-04-14,2025-05-14,0,0,2023-02-27,Home Improvement,3854.41,60,Approved,Disbursed,15.62,25.41,Vikram Kumar,59.0,Employed,1.73,93841.42,Rent,Oklahoma City,Oklahoma,2019-05-28,770.0,7.0,1.0,0.0,18.11,358.0,1.0,1.0
LOAN0000935,APP0001704,CUST004163,2025-02-19,25641.03,Late (16-30 days),21290.56,1700.49,4350.47,2026-07-21,2026-08-20,0,0,2025-10-23,Credit Card Refinancing,25641.03,36,Approved,Disbursed,8.82,10.1,Jennifer Brown,36.0,Employed,1.3,56455.02,Own,Las Vegas,Nevada,2018-11-01,758.0,8.0,12.0,1.0,7.17,271.0,0.0,0.0
LOAN0000936,APP0001707,CUST003207,2023-01-16,11887.83,Fully Paid,7276.39,1503.3,4611.44,2023-01-23,2023-02-22,10,0,,Home Improvement,11887.83,36,Approved,Disbursed,19.43,11.81,Patricia Miller,30.0,Employed,6.28,68357.4,Rent,Memphis,TN,2019-08-11,612.0,18.0,9.0,0.0,27.88,47.0,0.0,0.0
LOAN0000937,APP0001708,CUST002792,2022-07-28,17172.86,Current,14208.53,2935.38,2964.33,2024-12-06,2025-01-05,0,0,2022-10-22,Home Improvement,17172.86,36,Approved,Disbursed,12.99,28.87,Sarah Singh,33.0,Employed,4.15,57751.66,Mortgage,Cleveland,OH,2018-06-11,574.0,9.0,14.0,0.0,5.78,79.0,2.0,0.0
LOAN0000938,APP0001710,CUST001909,2022-10-30,21107.64,Current,16853.5,1938.03,4254.14,,2025-05-05,0,0,2022-12-31,Debt Consolidation,21107.64,36,Approved,Disbursed,16.57,7.19,Sneha Patel,25.0,Employed,2.06,23412.27,Rent,Dallas,TX,2018-11-04,819.0,12.0,11.0,1.0,13.73,270.0,1.0,0.0
LOAN0000939,APP0001713,CUST004309,2025-07-25,12773.61,Fully Paid,10470.97,2441.36,2302.64,2027-12-07,2028-01-06,0,0,2024-01-02,Debt Consolidation,12773.61,60,Approved,Disbursed,18.95,5.04,Robert Rodriguez,37.0,Employed,0.02,25416.65,Mortgage,Chicago,IL,2019-08-30,659.0,15.0,12.0,0.0,24.51,148.0,2.0,0.0
LOAN0000940,APP0001714,CUST003237,2024-12-02,6575.15,Current,5108.01,913.43,1467.14,2026-07-08,2026-08-07,0,0,2023-05-30,Small Business,6575.15,36,Approved,Disbursed,17.65,7.35,Deepa Shah,52.0,Self-Employed,3.95,77986.94,Rent,Memphis,Tennessee,14/01/2019,731.0,3.0,7.0,0.0,23.1,222.0,0.0,0.0
LOAN0000941,APP0001717,CUST004909,2025-11-27,18638.06,Current,14446.8,3368.99,4191.26,2027-12-11,2028-01-10,0,0,2023-09-03,Home Improvement,18638.06,60,Approved,Disbursed,24.36,14.25,Barbara Wilson,43.0,Employed,9.85,33327.72,Own,Louisville,KY,2020-03-19,544.0,10.0,9.0,3.0,16.92,164.0,3.0,1.0
LOAN0000942,APP0001720,CUST003867,2022-07-18,18590.6,In Grace Period,14935.28,3523.04,3655.32,2024-01-06,2024-02-05,10,0,2022-09-08,Credit Card Refinancing,18590.6,36,Approved,Disbursed,27.48,6.56,Charles Singh,43.0,Employed,22.12,76983.54,Mortgage,Oklahoma City,OK,2016-08-22,757.0,14.0,12.0,0.0,16.61,76.0,0.0,0.0
LOAN0000943,APP0001721,CUST001507,2022-12-14,20356.42,Fully Paid,14313.05,3556.94,6043.37,2024-12-03,2025-01-02,20,0,2023-02-28,Debt Consolidation,20356.42,36,Approved,Disbursed,23.21,3.88,Patricia Nair,48.0,Employed,0.55,37144.44,Rent,Minneapolis,MN,2020-11-30,716.0,5.0,6.0,0.0,36.97,222.0,5.0,0.0
LOAN0000944,APP0001722,CUST000366,2025-10-09,22228.22,Current,16669.33,1408.22,5558.89,2028-02-12,2028-03-13,20,0,,Major Purchase,22228.22,60,Approved,Disbursed,15.92,17.52,Priya Smith,35.0,Self-Employed,2.18,26641.8,Own,Seattle,WA,2017-06-30,596.0,4.0,13.0,0.0,35.32,340.0,0.0,0.0
LOAN0000945,APP0001723,CUST003874,2022-09-06,14370.07,Fully Paid,9315.62,1176.05,5054.45,,2024-07-03,0,0,2022-06-29,Major Purchase,14370.07,60,Approved,Disbursed,10.77,22.01,Karen Williams,22.0,Employed,3.61,51171.17,Mortgage,Tucson,AZ,10/05/2015,819.0,14.0,10.0,0.0,32.46,25.0,0.0,0.0
LOAN0000946,APP0001725,CUST000383,2024-10-21,27221.15,Late (31-120 days),1383.23,221.57,25837.92,2026-01-25,2026-02-24,153,1,2025-09-01,Credit Card Refinancing,27221.15,36,Approved,Disbursed,7.71,5.01,Lisa Johnson,22.0,Employed,4.72,53449.14,Rent,Boston,Massachusetts,2021-01-25,570.0,16.0,7.0,0.0,19.11,158.0,0.0,10.0
LOAN0000947,APP0001726,CUST002724,2024-10-30,14122.46,Current,11318.1,1665.54,2804.36,2025-12-15,2026-01-14,5,0,2022-09-18,Small Business,14122.46,60,Approved,Disbursed,15.65,31.18,Linda Mehta,57.0,Employed,3.37,29391.1,Rent,Las Vegas,NV,2021-06-21,661.0,17.0,14.0,3.0,39.39,15.0,1.0,0.0
LOAN0000948,APP0001728,CUST002043,2024-02-29,24179.53,Fully Paid,23797.51,5822.32,382.02,,2025-02-18,0,0,2022-08-12,Small Business,24179.53,36,Approved,Disbursed,9.58,0.55,Thomas Patel,33.0,Retired,0.0,21346.47,Mortgage,Indianapolis,IN,2021-05-09,823.0,19.0,6.0,0.0,31.46,257.0,1.0,0.0
LOAN0000949,APP0001729,CUST002841,2025-08-20,21814.54,Fully Paid,20173.09,4068.11,1641.45,2027-01-21,2027-02-20,5,0,2022-11-12,Credit Card Refinancing,21814.54,36,Approved,Disbursed,27.46,17.75,Mary Jones,43.0,Employed,8.9,53322.14,Rent,Oklahoma City,OK,2018-02-18,830.0,11.0,11.0,1.0,11.17,294.0,0.0,0.0
LOAN0000950,APP0001734,CUST003936,2023-04-19,7668.64,Fully Paid,6073.69,643.97,1594.95,2023-09-29,2023-10-29,0,0,2022-04-26,Debt Consolidation,7668.64,36,Approved,Disbursed,10.1,35.66,Joseph Patel,44.0,Self-Employed,9.77,,Mortgage,Houston,TX,2017-08-15,647.0,2.0,12.0,0.0,19.75,302.0,2.0,0.0
LOAN0000951,APP0001736,CUST003504,2025-04-12,3727.34,Current,3292.44,287.18,434.9,2026-12-15,2027-01-14,5,0,2024-08-20,Credit Card Refinancing,3727.34,36,Approved,Disbursed,12.4,2.98,Ramesh Brown,40.0,Employed,2.63,25526.28,Rent,Minneapolis,MN,2021-07-11,702.0,10.0,3.0,0.0,10.46,46.0,0.0,0.0
LOAN0000952,APP0001738,CUST000102,2025-02-12,16865.44,Fully Paid,12015.76,2623.47,4849.68,2027-07-07,2027-08-06,20,0,2022-07-08,Small Business,16865.44,36,Approved,Disbursed,20.1,27.44,William Johnson,34.0,Self-Employed,3.78,44246.11,Rent,Sacramento,CA,2018-07-27,706.0,8.0,11.0,0.0,23.72,110.0,1.0,0.0
LOAN0000953,APP0001739,CUST001348,2025-11-11,21882.38,Fully Paid,20767.79,3472.93,1114.59,2027-09-23,2027-10-23,0,0,2023-01-25,Home Improvement,21882.38,60,Approved,Disbursed,20.04,0.67,Kiran Rodriguez,51.0,Employed,4.65,41100.31,Mortgage,Philadelphia,PA,2019-02-26,589.0,8.0,12.0,0.0,13.86,16.0,2.0,0.0
LOAN0000954,APP0001742,CUST002222,2023-03-19,5830.61,Fully Paid,3729.53,524.77,2101.08,2023-07-30,2023-08-29,0,0,2022-01-09,Major Purchase,5830.61,36,Approved,Disbursed,20.61,8.78,Arjun Rodriguez,32.0,Employed,5.26,67537.83,Mortgage,Cleveland,OH,24/02/2021,626.0,14.0,4.0,2.0,42.66,63.0,0.0,0.0
LOAN0000955,APP0001747,CUST004146,2022-09-09,11985.83,Current,7833.61,906.81,4152.22,2025-02-23,2025-03-25,0,0,2023-04-17,Credit Card Refinancing,11985.83,36,Approved,Disbursed,11.25,11.8,Charles Wilson,22.0,Self-Employed,0.71,80399.59,Mortgage,Nashville,TN,2017-02-27,627.0,6.0,6.0,0.0,21.82,359.0,1.0,0.0
LOAN0000956,APP0001748,CUST004727,2025-01-16,21790.54,Current,14919.24,3562.3,6871.3,2025-05-29,2025-06-28,0,0,2025-06-13,Debt Consolidation,21790.54,36,Approved,Disbursed,18.63,23.58,Susan Williams,42.0,Employed,0.72,71308.46,Mortgage,San Antonio,TX,11/05/2017,695.0,12.0,11.0,0.0,23.6,66.0,0.0,0.0
LOAN0000957,APP0001751,CUST001389,2023-08-04,12848.19,Current,10113.89,1670.46,2734.3,,2026-01-31,0,0,2022-06-27,Debt Consolidation,12848.19,36,Approved,Disbursed,15.95,22.99,Sneha Sharma,40.0,Employed,19.51,174965.48,Rent,Omaha,NE,2019-02-16,765.0,24.0,6.0,1.0,56.22,116.0,4.0,1.0
LOAN0000958,APP0001754,CUST001425,2023-08-06,30251.14,In Grace Period,16320.79,3517.19,13930.35,2024-12-09,2025-01-08,0,0,2023-04-09,Credit Card Refinancing,30251.14,36,Approved,Disbursed,25.09,2.73,Arjun Garcia,27.0,Employed,1.16,108781.94,Rent,Seattle,WA,2021-03-10,627.0,21.0,10.0,0.0,100.0,160.0,1.0,0.0
LOAN0000959,APP0001757,CUST003241,2022-11-15,17649.2,Current,16580.28,1749.19,1068.92,2023-08-15,2023-09-14,5,0,2022-01-31,Major Purchase,17649.2,36,Approved,Disbursed,21.63,3.0,David Gupta,40.0,Self-Employed,7.59,76728.09,Mortgage,Dallas,TX,29/08/2019,564.0,21.0,10.0,0.0,13.99,9.0,0.0,0.0
LOAN0000960,APP0001758,CUST004572,2022-06-16,30726.31,Late (16-30 days),21047.69,2114.43,9678.62,2024-10-21,2024-11-20,5,0,2023-06-29,Debt Consolidation,30726.31,36,Approved,Disbursed,21.26,17.22,Anil Shah,36.0,Unemployed,0.0,139445.28,Rent,Tucson,Arizona,2016-12-24,710.0,4.0,1.0,0.0,19.51,352.0,1.0,0.0
LOAN0000961,APP0001759,CUST001849,2025-01-09,35658.41,Late (16-30 days),32418.23,7896.93,3240.18,2025-08-08,2025-09-07,20,0,,Debt Consolidation,35658.41,60,Approved,Disbursed,18.18,,Mary Singh,51.0,Employed,2.75,45364.28,Own,Austin,TX,01/06/2017,698.0,20.0,5.0,0.0,44.04,358.0,0.0,0.0
LOAN0000962,APP0001760,CUST002142,2025-03-02,6576.96,Current,3763.89,665.67,2813.07,2026-04-04,2026-05-04,5,0,2023-08-20,Credit Card Refinancing,6576.96,36,Approved,Disbursed,18.84,9.16,James Lopez,40.0,Employed,1.84,86030.61,Rent,Minneapolis,MN,2019-01-30,675.0,17.0,14.0,1.0,43.54,331.0,1.0,1.0
LOAN0000963,APP0001767,CUST003804,2023-09-16,7804.36,Fully Paid,4419.59,425.73,3384.77,2023-12-13,2024-01-12,10,0,2022-11-24,Home Improvement,7804.36,36,Approved,Disbursed,15.85,14.82,Deepa Brown,41.0,Retired,0.0,62740.5,Mortgage,Memphis,TN,2015-06-11,671.0,18.0,13.0,1.0,30.5,333.0,0.0,0.0
LOAN0000964,APP0001768,CUST000567,2024-06-20,3967.26,Fully Paid,3294.98,768.52,672.28,2025-04-04,2025-05-04,10,0,2025-07-28,Home Improvement,3967.26,36,Approved,Disbursed,17.04,13.25,David Hernandez,22.0,Retired,0.0,,Rent,El Paso,TX,2016-08-03,719.0,4.0,2.0,0.0,40.79,327.0,0.0,0.0
LOAN0000965,APP0001769,CUST001324,2022-09-16,11315.58,Fully Paid,10816.37,1610.46,499.21,,2025-03-28,20,0,,Debt Consolidation,11315.58,60,Approved,Disbursed,11.97,17.3,Charles Singh,45.0,Self-Employed,4.0,50531.11,Rent,Las Vegas,NV,2020-12-22,640.0,11.0,13.0,0.0,12.53,251.0,5.0,2.0
LOAN0000966,APP0001770,CUST001354,2024-09-09,19594.11,Fully Paid,11268.36,918.65,8325.75,2027-01-29,2027-02-28,20,0,2022-09-07,Credit Card Refinancing,19594.11,36,Approved,Disbursed,20.08,8.31,Barbara Rao,49.0,Self-Employed,2.31,55294.99,Rent,Houston,TX,2019-03-19,679.0,8.0,8.0,2.0,13.82,125.0,0.0,0.0
LOAN0000967,APP0001774,CUST003733,2023-07-11,8419.4,Current,7208.95,1212.63,1210.45,2025-01-06,2025-02-05,20,0,2022-11-22,Credit Card Refinancing,8419.4,60,Approved,Disbursed,6.99,12.35,Deepa Gonzalez,22.0,Employed,4.67,79742.13,Rent,Phoenix,AZ,2017-02-05,668.0,13.0,14.0,0.0,15.02,348.0,1.0,0.0
LOAN0000968,APP0001777,CUST004034,2023-05-13,14444.08,Charged-Off,6211.18,1479.76,8232.9,2024-03-10,2024-04-09,37,1,2023-06-15,Credit Card Refinancing,14444.08,36,Approved,Disbursed,27.8,,Thomas Williams,22.0,Employed,0.95,38925.95,Mortgage,San Jose,CA,2016-07-31,624.0,11.0,4.0,1.0,2.69,345.0,0.0,14.0
